Time,x,y
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129372.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129373.0,6.5,1.5
1582129374.0,6.5,1.5
1582129374.0,6.5,1.5
