Time,x,y
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899927.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899928.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
1581899929.0,5.5,27.5
