Time,id,x,y
1581702419.0,2.0,0.0,0.0
1581702419.0,3.0,0.0,0.0
1581702419.0,5.0,0.0,0.0
1581702419.0,4.0,0.0,0.0
1581702419.0,6.0,0.0,0.0
1581702520.0,1.0,0.0,0.0
1581702520.0,2.0,0.0,0.0
1581702520.0,3.0,0.0,0.0
1581702520.0,4.0,0.0,0.0
1581702520.0,5.0,0.0,0.0
1581702520.0,6.0,0.0,0.0
