Time,x,y,theta
1581819293.0,27.465875625610352,29.505680084228516,269.91506958007812
1581819293.0,27.449438095092773,29.510931015014648,269.6087646484375
1581819293.0,27.446008682250977,29.515684127807617,269.13571166992188
1581819293.0,27.441280364990234,29.515300750732422,268.79849243164062
1581819293.0,27.434080123901367,29.513509750366211,268.59878540039062
1581819293.0,27.420499801635742,29.511655807495117,268.62472534179688
1581819293.0,27.40504264831543,29.510536193847656,268.7578125
1581819293.0,27.374217987060547,29.509330749511719,269.02716064453125
1581819293.0,27.348701477050781,29.508840560913086,269.18841552734375
1581819293.0,27.328086853027344,29.508705139160156,269.33489990234375
1581819293.0,27.315664291381836,29.509969711303711,269.455078125
1581819293.0,27.292669296264648,29.512872695922852,269.49777221679688
1581819293.0,27.274614334106445,29.516159057617188,269.4356689453125
1581819293.0,27.262418746948242,29.520051956176758,269.22705078125
1581819293.0,27.258115768432617,29.523115158081055,268.95550537109375
1581819293.0,27.253513336181641,29.522672653198242,268.66168212890625
1581819293.0,27.247154235839844,29.520942687988281,268.49392700195312
1581819293.0,27.235151290893555,29.519092559814453,268.51473999023438
1581819293.0,27.222793579101562,29.518013000488281,268.62493896484375
1581819294.0,27.202947616577148,29.516902923583984,268.81472778320312
1581819294.0,27.173734664916992,29.516025543212891,269.04556274414062
1581819294.0,27.153303146362305,29.515665054321289,269.19134521484375
1581819294.0,27.131418228149414,29.515308380126953,269.34603881835938
1581819294.0,27.111618041992188,29.517175674438477,269.4627685546875
1581819294.0,27.091466903686523,29.519659042358398,269.5052490234375
1581819294.0,27.071577072143555,29.523456573486328,269.43954467773438
1581819294.0,27.062868118286133,29.526130676269531,269.32406616210938
1581819294.0,27.057878494262695,29.528818130493164,269.13229370117188
1581819294.0,27.053911209106445,29.530006408691406,268.79351806640625
1581819294.0,27.050189971923828,29.529489517211914,268.55810546875
1581819294.0,27.04588508605957,29.527868270874023,268.42312622070312
1581819294.0,27.03471565246582,29.525850296020508,268.47357177734375
1581819294.0,27.023700714111328,29.524721145629883,268.5867919921875
1581819294.0,27.009357452392578,29.523750305175781,268.73507690429688
1581819294.0,26.987813949584961,29.522802352905273,268.9273681640625
1581819294.0,26.9554443359375,29.522096633911133,269.16290283203125
1581819294.0,26.937103271484375,29.521800994873047,269.29727172851562
1581819294.0,26.923234939575195,29.522953033447266,269.41983032226562
1581819294.0,26.900495529174805,29.525569915771484,269.47299194335938
1581819294.0,26.885765075683594,29.527853012084961,269.44976806640625
1581819294.0,26.871173858642578,29.531669616699219,269.26718139648438
1581819294.0,26.865949630737305,29.534286499023438,269.05780029296875
1581819295.0,26.863368988037109,29.534908294677734,268.84600830078125
1581819295.0,26.858022689819336,29.533933639526367,268.49789428710938
1581819295.0,26.85319709777832,29.532018661499023,268.3773193359375
1581819295.0,26.846759796142578,29.530563354492188,268.39190673828125
1581819295.0,26.829416275024414,29.528408050537109,268.60714721679688
