Subject,Control,Density,Expertise,Intersection_time,P_switch,norm_mean,norm_bestpath,norm_userpath
1,directergodic,low,expert,210,0,0.690712973253947,0.017888874507371,0.017888874507371
1,directergodic,low,expert,210,0,0.244976781194914,0.001520476117845,0.001520476117845
1,directergodic,low,expert,221,0,0.027763224470204,0.025775219750232,0.006862176557659
1,directergodic,low,expert,229,0,0.003579932721108,0.001628164674036,0.000816339559918
1,directergodic,low,expert,229,0,0.003716418207636,0.001151281439329,0.002028066529846
1,directergodic,low,expert,258,0,0.004078446097794,0.000703499982804,0.001658781711923
1,directergodic,low,expert,258,0,0.038486970819833,0.00328179812876,0.007584398948286
1,directergodic,low,expert,258,0,0.006472770303885,0.002323103761814,0.0007280989151
1,directergodic,low,expert,258,0,0.00249472403025,5.84431475095237E-05,0.0015509276848
1,directergodic,low,expert,258,0,0.004648197877574,0.000640275942439,0.001926455562583
1,directergodic,low,expert,258,0,0.005015027405308,0.000973270928773,0.001042636127863
1,sharedergodic,low,expert,15,1,1.86631466609877,0.642325492808862,0.642325492808862
1,sharedergodic,low,expert,15,0,0.001395954513103,0.000527122329465,0.000527122329465
1,sharedergodic,low,expert,15,0,0.004072931008277,0.002945867131805,0.002945867131805
1,sharedergodic,low,expert,27,1,1.1680854773584,0.350633098278059,0.350633098278059
1,sharedergodic,low,expert,27,1,0.911423183696539,0.347521386164946,0.347521386164946
1,sharedergodic,low,expert,27,1,0.338847888842693,0.252047886189397,0.252047886189397
1,sharedergodic,low,expert,27,0,0.004099302733204,0.000596656924518,0.000596656924518
1,sharedergodic,low,expert,27,1,0.088774584115516,0.07133653414424,0.07133653414424
1,sharedergodic,low,expert,27,1,0.005121518732292,0.000307134033897,0.000307134033897
1,sharedergodic,low,expert,27,0,0.032984203969407,0.00069071533593,0.00069071533593
1,sharedergodic,low,expert,35,1,0.007325006695833,0.002913374591822,0.005640081462294
1,sharedergodic,low,expert,35,1,0.00427552769894,0.002093538033017,0.00218059965824
1,sharedergodic,low,expert,47,1,0.304256075065153,0.067710725101695,0.067710725101695
1,sharedergodic,low,expert,47,0,0.463018436070499,0.231195962569254,0.231195962569254
1,sharedergodic,low,expert,47,1,0.479974440789079,0.272568706825289,0.272568706825289
1,sharedergodic,low,expert,47,0,0.102759419347077,0.073060122906014,0.073060122906014
1,sharedergodic,low,expert,47,0,0.067449547058512,0.039730122447324,0.039730122447324
1,sharedergodic,low,expert,56,0,0.383627103165319,0.364789109002976,0.364789109002976
1,sharedergodic,low,expert,56,0,0.002259288634392,0,0
1,sharedergodic,low,expert,66,1,0.00208057612903,0.001358812941668,0.000643020238016
1,sharedergodic,low,expert,66,1,0.140321012725063,0.101461634928745,0.086744847398343
1,sharedergodic,low,expert,66,0,1.0010081913175,0.339318902213427,0.508093777668553
1,sharedergodic,low,expert,66,0,0.001251314898095,0.000251257049133,0.000959108739591
1,sharedergodic,low,expert,74,0,0.002622930775591,0.000262007807977,0.000262007807977
1,sharedergodic,low,expert,74,1,4.39332584666547,2.05941880115242,2.05941880115242
1,sharedergodic,low,expert,74,0,2.98488143818444,0.085234571452955,0.085234571452955
1,sharedergodic,low,expert,81,0,0.060944429914039,0.005304409594604,0.039546320758085
1,sharedergodic,low,expert,81,0,1.72439928034949,0.270601948196149,0.784223837776138
1,sharedergodic,low,expert,93,1,1.84170088335596,0.425038480252838,0.425038480252838
1,sharedergodic,low,expert,93,0,0.003263258542026,0.001018091431914,0.001018091431914
1,sharedergodic,low,expert,93,1,1.13104453078297,0.510008628769455,0.510008628769455
1,sharedergodic,low,expert,113,1,2.89189135980034,0.893453153078767,0.893453153078767
1,sharedergodic,low,expert,113,1,0.29384059099621,0.209246608747861,0.209246608747861
1,sharedergodic,low,expert,113,0,0.211247655820327,0.120782072906754,0.120782072906754
1,sharedergodic,low,expert,113,0,0.261659697958727,0.182102946603079,0.182102946603079
1,sharedergodic,low,expert,121,0,0.567505593197645,0,0
1,sharedergodic,low,expert,135,0,0.049714909612575,0.049138935800752,0.049138935800752
1,sharedergodic,low,expert,135,0,0.005611589060686,0.005350075440266,0.005350075440266
1,sharedergodic,low,expert,147,1,0.33326636751245,0.302519799578704,0.302519799578704
1,sharedergodic,low,expert,147,0,0.141117558865532,0.013764322929115,0.013764322929115
1,sharedergodic,low,expert,156,0,0.543618162193219,0.250237692936657,0.250237692936657
1,sharedergodic,low,expert,156,1,0.717303156277791,0.353513979863844,0.353513979863844
1,sharedergodic,low,expert,156,1,0.660700914113198,0.320930082918291,0.320930082918291
1,sharedergodic,low,expert,156,0,1.53844984881945,0.560532159691972,0.560532159691972
1,sharedergodic,low,expert,164,1,0.030058460436327,0.015911081745605,0.02507895282701
1,sharedergodic,low,expert,176,1,1.30375842161998,0.494018044581085,0.494018044581085
1,sharedergodic,low,expert,176,1,0.858281453544399,0.421429065305318,0.421429065305318
1,sharedergodic,low,expert,184,0,0.002537111226703,0,0
1,sharedergodic,low,expert,184,1,0.466840104810936,0.285315522693452,0.183467029389881
1,sharedergodic,low,expert,193,0,0.004593010560463,0.003128414961289,0.001121137979077
1,sharedergodic,low,expert,193,0,0.356236339682438,0.088966799390664,0.027393195636705
1,sharedergodic,low,expert,193,0,0.363266015508842,0.122227967677617,0.02520786777264
1,sharedergodic,low,expert,193,0,0.342899439957822,0.12128323049326,0.028817200895966
1,sharedergodic,low,expert,193,1,0.36418721707812,0.148805898302512,0.026403989121256
1,sharedergodic,low,expert,193,0,0.002213463311919,0.00024073617204,0.000248143038732
1,sharedergodic,low,expert,205,0,0.438300394165653,0.162246907595175,0.028693700950584
1,sharedergodic,low,expert,205,0,0.001947524987999,0.000721454396849,0.000816952117472
1,sharedergodic,low,expert,213,0,0.541629399936079,0.060108671863381,0.509039684616944
1,sharedergodic,low,expert,213,0,0.286129475115214,0.130308733640144,0.207088711630499
1,sharedergodic,low,expert,213,0,0.06720990949428,0.04111910888285,0.036002180081796
1,sharedergodic,low,expert,213,0,0.003865542022785,0.001710021948804,0.000886674704172
1,sharedergodic,low,expert,213,0,0.063375461101455,0.043098556238996,0.030502797434021
1,sharedergodic,low,expert,225,0,0.085760920053383,0.061670886877926,0.017230228092081
1,sharedergodic,low,expert,225,0,0.047947865483144,0.030697892745287,0.002387417666262
1,sharedergodic,low,expert,225,0,0.141883691476071,0.007015198152809,0.133451211516789
1,sharedergodic,low,expert,236,1,1.8650719079233,0.776156248520216,0.776156248520216
1,sharedergodic,low,expert,236,0,1.90686863499122,0.757228379783504,0.757228379783504
1,sharedergodic,low,expert,247,1,1.17851628009361,0.524629073624546,0.524629073624546
1,sharedergodic,low,expert,247,1,0.175726820663226,0.137403155938072,0.137403155938072
1,sharedergodic,low,expert,247,1,0.072191417074833,0.066531257266845,0.066531257266845
1,sharedergodic,low,expert,247,0,0.007797972766131,0.001652475598549,0.001652475598549
1,sharedergodic,low,expert,255,1,1.16494886833434,0.745933768165443,0.605538905501139
1,sharedergodic,low,expert,255,1,1.26143843254181,0.806128673990682,0.418608050513013
1,sharedergodic,low,expert,255,1,1.16072588525574,0.750715957611285,0.590224745621513
1,sharedergodic,low,expert,255,0,0.040084595708508,0.000116464957308,0.039683783179674
1,sharedergodic,low,expert,255,1,0.343321022139815,0.255245853292286,0.150716474810266
1,sharedergodic,low,expert,255,0,0.259311333249096,0.090788358246335,0.11590027963879
1,sharedergodic,low,expert,267,0,0.076827362316434,0.061919487847222,0.061919487847222
1,sharedergodic,low,expert,267,0,0.016493123916454,0,0
1,sharedergodic,low,expert,267,0,0.171959835799576,0.067893182663691,0.067893182663691
1,sharedergodic,low,expert,267,0,0.902775476358343,0.715384347098214,0.715384347098214
1,sharedergodic,low,expert,267,0,0.543169055440531,0.254883975074405,0.254883975074405
1,sharedergodic,low,expert,267,0,0.852783486432624,0.343205915178571,0.343205915178571
1,autoergodic,low,expert,11,0,3.20887900931414,0.492411434567303,0.873072114671249
1,autoergodic,low,expert,11,0,0.265948632279015,0.000644225202526,0.218526598638958
1,autoergodic,low,expert,11,0,0.002049310666442,7.05153090561697E-05,0.001229859149176
1,autoergodic,low,expert,11,1,0.297055689757005,0.258744182304624,0.081805896761849
1,autoergodic,low,expert,24,1,1.49302103437021,1.22329040883724,0.552799534500233
1,autoergodic,low,expert,24,1,0.491968798745048,0.348618267900993,0.000793195862409
1,autoergodic,low,expert,24,1,1.20313718034699,1.09605230613561,0.23308975998256
1,autoergodic,low,expert,34,0,0.493078380861417,0.133365901483203,0.133365901483203
1,autoergodic,low,expert,34,1,1.44901231283478,0.572271228379597,0.572271228379597
1,autoergodic,low,expert,39,0,1.13183526359095,0.266281399630796,0.921784802230742
1,autoergodic,low,expert,39,0,0.321821815920911,0.138880296005961,0.216881767533264
1,autoergodic,low,expert,51,1,0.938703547442915,0.50485923554471,0.417352671696949
1,autoergodic,low,expert,51,1,1.59949676426209,0.56217918319653,0.437494008710372
1,autoergodic,low,expert,51,0,0.823366726654032,0.429195642743403,0.452599272511331
1,autoergodic,low,expert,51,0,0.458030109759209,0.137089522915473,0.151595819547356
1,autoergodic,low,expert,51,1,0.896155379957274,0.543561005774944,0.450954475279862
1,autoergodic,low,expert,51,1,2.1270797470892,1.10193606285105,1.02472796674604
1,autoergodic,low,expert,51,0,0.003113444278335,0.00101203985927,0.002633150451129
1,autoergodic,low,expert,51,0,0.099539842741421,0.035173320486625,0.037727682984627
1,autoergodic,low,expert,59,0,1.35410173092965,0.421230933779762,0.548056268207344
1,autoergodic,low,expert,59,1,4.79191705307688,2.3984375,0.810777661302113
1,autoergodic,low,expert,59,0,1.42391201475199,0.448521205357143,0.537315160636002
1,autoergodic,low,expert,69,0,1.99409558920132,0.338590462349333,0.338590462349333
1,autoergodic,low,expert,69,0,0.682850163871203,0.178429107999557,0.178429107999557
1,autoergodic,low,expert,69,0,0.998519001838856,0.1530570848521,0.1530570848521
1,autoergodic,low,expert,69,0,3.09907269511763,1.01329852767273,1.01329852767273
1,autoergodic,low,expert,69,0,0.991348273803137,0.1481907470572,0.1481907470572
1,autoergodic,low,expert,69,0,3.12712443591381,1.03350437411151,1.03350437411151
1,autoergodic,low,expert,69,0,1.22393598475515,0.323499313177293,0.323499313177293
1,autoergodic,low,expert,69,0,1.31533877568475,0.426789850704771,0.426789850704771
1,autoergodic,low,expert,69,0,1.02860505874318,0.11497265715401,0.11497265715401
1,autoergodic,low,expert,75,1,0.242206802936771,0.216125952389,0.097193305698592
1,autoergodic,low,expert,87,0,0.883264991580674,0.220551141865,0.220551141865
1,autoergodic,low,expert,87,0,0.927159110879864,0.20347282073843,0.20347282073843
1,autoergodic,low,expert,87,1,1.02771649268363,0.409505967274632,0.409505967274632
1,autoergodic,low,expert,87,1,0.044418957743654,0.035738212150899,0.035738212150899
1,autoergodic,low,expert,87,1,0.746344919324754,0.271098280512101,0.271098280512101
1,autoergodic,low,expert,95,0,0.409269306246866,0.1612122141929,0.249734110917507
1,autoergodic,low,expert,95,1,0.342929186786203,0.170907456902866,0.238200550368318
1,autoergodic,low,expert,95,0,3.92724644947414,0.238540483410457,1.68360660672353
1,autoergodic,low,expert,95,1,0.182067990855273,0.060326051927117,0.056750953993391
1,autoergodic,low,expert,107,0,0.073075760361936,0.068415449302996,0.068415449302996
1,autoergodic,low,expert,121,0,1.15199539217658,0.285884021577381,0.285884021577381
1,autoergodic,low,expert,121,0,0.997153871820298,0.389546130952381,0.389546130952381
1,autoergodic,low,expert,121,0,1.18790210287792,0.459256417410714,0.459256417410714
1,autoergodic,low,expert,121,0,1.41224017264176,0.717829241071429,0.717829241071429
1,autoergodic,low,expert,121,0,0.878267927861526,0.136603655133929,0.136603655133929
1,autoergodic,low,expert,121,0,0.887628901765918,0.065594773065476,0.065594773065476
1,autoergodic,low,expert,121,0,1.39871991451662,0.170318700396825,0.170318700396825
1,autoergodic,low,expert,128,0,1.95405291454608,0.683813755391051,1.36393138051403
1,autoergodic,low,expert,128,1,2.21071121187362,1.22420841058696,1.37352311320861
1,autoergodic,low,expert,133,1,2.71293109779094,1.12862221743318,1.12862221743318
1,autoergodic,low,expert,133,1,2.60184517799316,1.08637473363282,1.08637473363282
1,autoergodic,low,expert,133,1,1.81314401595988,0.953249028639724,0.953249028639724
1,autoergodic,low,expert,146,0,0.00117599754675,0.000535949175871,1.13270673977317E-05
1,autoergodic,low,expert,146,1,0.588738054369798,0.348224565696652,0.342343043201446
1,autoergodic,low,expert,146,1,1.53125018503109,0.69517903276672,0.973211780163673
1,autoergodic,low,expert,146,0,2.80895683168108,0.099043285206477,1.27710859525165
1,autoergodic,low,expert,146,0,2.84607309529804,0.110962309531246,1.25910703420289
1,autoergodic,low,expert,151,1,0.992656287753995,0.278802978813768,0.596891981728062
1,autoergodic,low,expert,151,1,0.040431467884298,0.031931214474624,0.000951991358981
1,autoergodic,low,expert,151,1,1.4538594014766,0.618066337331927,1.2150893295874
1,autoergodic,low,expert,151,1,0.934441886261345,0.518746421155755,0.47997250065171
1,autoergodic,low,expert,163,0,2.09168772324388,0.311665946369656,1.79053863039208
1,autoergodic,low,expert,163,0,0.137113857692654,0.062675206805572,0.00244091813982
1,autoergodic,low,expert,163,0,0.150642343721244,0.075896991806743,0.000912072159808
1,autoergodic,low,expert,171,1,0.188959405658299,0.184605081156374,0.184605081156374
1,autoergodic,low,expert,178,0,0.394459894633933,0.030659105518719,0.190116286857445
1,autoergodic,low,expert,178,0,0.118496385663557,0.045645000732038,0.074091127053466
1,autoergodic,low,expert,178,0,0.161347644223071,0.042969957186222,0.093787009556867
1,autoergodic,low,expert,178,0,0.461094056069884,0.018459279709846,0.259267290584406
1,autoergodic,low,expert,196,0,0.372455753414909,0.01172490161762,0.231823670951994
1,autoergodic,low,expert,196,0,0.577933751889887,0.077884512172063,0.338055842059649
1,autoergodic,low,expert,196,0,0.521486725024162,0.095507260611724,0.303189448042098
1,autoergodic,low,expert,196,0,1.34997773311716,0.242036967189476,0.630674575076764
1,autoergodic,low,expert,196,0,1.39245575541385,0.214078285293608,0.631071178565652
1,autoergodic,low,expert,196,0,0.59264958511907,0.247409350240474,0.334677035035496
1,autoergodic,low,expert,196,0,0.221651859047962,0.054141751852421,0.161843747908396
1,autoergodic,low,expert,196,0,0.235125817940323,0.005251435141008,0.126090794638606
1,autoergodic,low,expert,196,0,0.113673086469077,0.003579543458638,0.047366684864208
1,autoergodic,low,expert,196,0,0.120119124622446,0.003214434810791,0.023509165608561
1,autoergodic,low,expert,196,0,0.128107093622859,0.003376213636937,0.064085292977584
1,autoergodic,low,expert,196,0,0.090153261653133,0.002676544904235,0.027262799111446
1,autoergodic,low,expert,208,1,0.351586446511517,0.232289286040672,0.232289286040672
1,autoergodic,low,expert,208,0,0.342535746989385,0.136721542691173,0.136721542691173
1,autoergodic,low,expert,208,0,0.334695946532656,0.137441932730237,0.137441932730237
1,autoergodic,low,expert,208,0,0.353355356215137,0.115477035084879,0.115477035084879
1,autoergodic,low,expert,208,0,0.356889033543021,0.102833114989235,0.102833114989235
1,autoergodic,low,expert,208,0,0.246863386912374,0.088563389168177,0.088563389168177
1,autoergodic,low,expert,208,1,0.247354611390282,0.212380417254136,0.212380417254136
1,autoergodic,low,expert,214,1,0.322482020015907,0.181495324046808,0.181495324046808
1,autoergodic,low,expert,214,0,0.340156076819336,0.139825922171224,0.139825922171224
1,autoergodic,low,expert,214,1,0.329228359348687,0.142313741388679,0.142313741388679
1,autoergodic,low,expert,214,0,0.107312285812285,0.051303131223593,0.051303131223593
1,autoergodic,low,expert,214,1,0.010435807099932,0.008857621668619,0.008857621668619
1,autoergodic,low,expert,214,1,0.169932198292394,0.12400761215352,0.12400761215352
1,autoergodic,low,expert,226,1,0.183496758512427,0.151624767898687,0.151624767898687
1,autoergodic,low,expert,226,1,0.129453313329906,0.107208854490914,0.107208854490914
1,autoergodic,low,expert,226,0,0.077060479302673,0.045414443999282,0.045414443999282
1,autoergodic,low,expert,231,1,0.460748715117546,0.287710964493133,0.337872230238452
1,autoergodic,low,expert,244,0,0.122092610229168,0.064937518852756,0.064937518852756
1,autoergodic,low,expert,244,1,0.343844369468541,0.258031319768084,0.258031319768084
1,autoergodic,low,expert,244,0,0.664590133759477,0.107955526425135,0.107955526425135
1,autoergodic,low,expert,244,0,0.054196309319339,0.002595512200319,0.002595512200319
1,autoergodic,low,expert,244,0,0.855256720162133,0.16108188981603,0.16108188981603
1,autoergodic,low,expert,244,0,0.941119938505324,0.294580923660482,0.294580923660482
1,autoergodic,low,expert,244,0,1.20701771404197,0.273310919261529,0.273310919261529
1,autoergodic,low,expert,244,0,0.511967642561066,0.002678089172926,0.002678089172926
1,autoergodic,low,expert,244,0,0.143762855464659,0.053538975799178,0.053538975799178
1,autoergodic,low,expert,244,0,0.055192662437392,0.043048743868322,0.043048743868322
1,autoergodic,low,expert,249,0,1.20118798393092,0.218279669251276,0.218279669251276
1,autoergodic,low,expert,255,0,0.234435411616299,0.118114555014445,0.118114555014445
1,autoergodic,low,expert,264,0,0.053959352541296,0,0
1,autoergodic,low,expert,264,0,0.548142924857193,0.075634765625,0.075634765625
1,autoergodic,low,expert,264,0,0.508021533763208,0.074901181175595,0.074901181175595
1,autoergodic,low,expert,264,0,0.004739386650098,0,0
1,waypoint,high,expert,105,0,0.386895066329617,0.09683451605851,0.321727094103548
1,waypoint,high,expert,113,0,0.145548392146106,0.123356877713559,0.123356877713559
1,waypoint,high,expert,113,0,0.147521369292295,0.11967162869541,0.11967162869541
1,waypoint,high,expert,113,0,0.097689277923307,0.088138445560058,0.088138445560058
1,waypoint,high,expert,113,0,0.127158718785163,0.124207214934651,0.124207214934651
1,waypoint,high,expert,130,0,5.10749334851617,2.2275390625,1.8737303188701
1,waypoint,high,expert,130,0,0.746739605024689,0,0.590969920239039
1,waypoint,high,expert,130,0,0.707611192715089,0,0.567036206118168
1,waypoint,high,expert,148,0,1.92617476609328,0.149247379763683,0.149247379763683
1,waypoint,high,expert,148,0,2.03230164208232,0.165210717391578,0.165210717391578
1,waypoint,high,expert,178,0,1.10403911518428,0.190473649907875,0.190473649907875
1,waypoint,high,expert,191,0,1.0666336359812,0.076440069525091,0.173986291818382
1,waypoint,high,expert,191,0,0.428798528997481,0.0023410404704,0.109160567415171
1,waypoint,high,expert,210,1,0.445467809179653,0.375085368529947,0.18833162279493
1,waypoint,high,expert,210,0,0.00366137114904,0.001482946812376,0.000254797667359
1,waypoint,high,expert,210,0,0.002357791804906,0.000591941852291,0.001104693406309
1,waypoint,high,expert,223,1,2.98179006149106,2.22609698985979,2.22609698985979
1,waypoint,high,expert,223,1,2.88755525177919,2.17960662217366,2.17960662217366
1,waypoint,high,expert,250,0,0.185373869045384,0.002052363437397,0.000445003464907
1,waypoint,high,expert,250,0,0.114691874854959,0.003968289120929,0.000657566423733
1,waypoint,high,expert,258,0,0.196721718903753,0.003381900689837,0.003381900689837
1,waypoint,high,expert,258,1,1.13044977331137,1.09622787622206,1.09622787622206
1,waypoint,high,expert,258,0,0.388387671763858,0.065128147544903,0.065128147544903
1,waypoint,high,expert,258,1,1.08651435583311,1.05623443402736,1.05623443402736
1,waypoint,high,expert,269,0,0.585008062090656,9.77578145023028E-05,0.140243952594252
1,waypoint,high,expert,269,0,0.656946327628136,0.002559176507369,0.176452324114932
