Time,x,y,theta
1581992064.0,2.5,9.5,-0.39308595657348633
1581992064.0,2.5,9.5,-0.39370059967041016
1581992064.0,2.5,9.5,-0.39402627944946289
1581992064.0,2.5,9.5,-0.39430952072143555
1581992064.0,2.5,9.5,-0.39468145370483398
1581992064.0,2.5,9.5,-0.39537858963012695
1581992064.0,2.5,9.5,-0.39616870880126953
1581992064.0,2.5,9.5,-0.39638328552246094
1581992064.0,2.5,9.5,-0.3968358039855957
1581992064.0,2.5,9.5,-0.39645528793334961
1581992064.0,2.5,9.5,-0.39647102355957031
1581992064.0,2.5,9.5,-0.39678812026977539
1581992064.0,2.5,9.5,-0.39720535278320312
1581992064.0,2.5,9.5,-0.39768886566162109
1581992064.0,2.5,9.5,-0.39738559722900391
1581992064.0,2.5,9.5,-0.39686107635498047
1581992064.0,2.5,9.5,-0.39651918411254883
1581992064.0,2.5,9.5,-0.39572381973266602
1581992064.0,2.5,9.5,-0.3957524299621582
1581992064.0,2.5,9.5,-0.39564847946166992
1581992064.0,2.5,9.5,-0.39562511444091797
1581992064.0,2.5,9.5,-0.39554119110107422
1581992064.0,2.5,9.5,-0.39592504501342773
1581992065.0,2.5,9.5,-0.39640426635742188
1581992065.0,2.5,9.5,-0.39700508117675781
1581992065.0,2.5,9.5,-0.39731597900390625
1581992065.0,2.5,9.5,-0.39751338958740234
1581992065.0,2.5,9.5,-0.39731550216674805
1581992065.0,2.5,9.5,-0.39730405807495117
1581992065.0,2.5,9.5,-0.39727497100830078
1581992065.0,2.5,9.5,-0.39749050140380859
1581992065.0,2.5,9.5,-0.3981480598449707
1581992065.0,2.5,9.5,-0.3985295295715332
1581992065.0,2.5,9.5,-0.39837026596069336
1581992065.0,2.5,9.5,-0.39843988418579102
1581992065.0,2.5,9.5,-0.39845800399780273
1581992065.0,2.5,9.5,-0.39891242980957031
1581992065.0,2.5,9.5,-0.39962673187255859
1581992065.0,2.5,9.5,-0.40030479431152344
1581992065.0,2.5,9.5,-0.40055179595947266
1581992065.0,2.5,9.5,-0.40035009384155273
1581992065.0,2.5,9.5,-0.39961385726928711
1581992065.0,2.5,9.5,-0.39893341064453125
1581992065.0,2.5,9.5,-0.39928293228149414
1581992065.0,2.5,9.5,-0.39982366561889648
1581992065.0,2.5,9.5,-0.40068769454956055
1581992065.0,2.5,9.5,-0.40126848220825195
1581992065.0,2.5,9.5,-0.40121173858642578
1581992065.0,2.5,9.5,-0.40087413787841797
1581992065.0,2.5,9.5,-0.40054464340209961
1581992065.0,2.5,9.5,-0.40006351470947266
1581992065.0,2.5,9.5,-0.39946937561035156
1581992065.0,2.5,9.5,-0.3992919921875
1581992065.0,2.5,9.5,-0.39877939224243164
1581992065.0,2.5,9.5,-0.39871931076049805
1581992065.0,2.5,9.5,-0.3986353874206543
1581992065.0,2.5,9.5,-0.39893865585327148
1581992065.0,2.5,9.5,-0.39858007431030273
1581992065.0,2.5,9.5,-0.39819622039794922
1581992065.0,2.5,9.5,-0.39786148071289062
1581992065.0,2.5,9.5,-0.3976597785949707
1581992065.0,2.5,9.5,-0.39737558364868164
1581992065.0,2.5,9.5,-0.39735031127929688
1581992065.0,2.5,9.5,-0.39759397506713867
1581992065.0,2.5,9.5,-0.39851760864257812
1581992065.0,2.5,9.5,-0.39880847930908203
1581992066.0,2.5,9.5,-0.39957666397094727
1581992066.0,2.5,9.5,-0.40027236938476562
1581992066.0,2.5,9.5,-0.40049314498901367
1581992066.0,2.5,9.5,-0.400360107421875
1581992066.0,2.5,9.5,-0.40006446838378906
1581992066.0,2.5,9.5,-0.39966344833374023
1581992066.0,2.5,9.5,-0.39939022064208984
1581992066.0,2.5,9.5,-0.39995050430297852
1581992066.0,2.5,9.5,-0.40036916732788086
1581992066.0,2.5,9.5,-0.40084409713745117
1581992066.0,2.5,9.5,-0.4007563591003418
1581992066.0,2.5,9.5,-0.40048456192016602
1581992066.0,2.5,9.5,-0.40020322799682617
1581992066.0,2.5,9.5,-0.3998870849609375
1581992066.0,2.5,9.5,-0.39927911758422852
1581992066.0,2.5,9.5,-0.3994297981262207
1581992066.0,2.5,9.5,-0.39892911911010742
1581992066.0,2.5,9.5,-0.39846944808959961
1581992066.0,2.5,9.5,-0.39878368377685547
1581992066.0,2.5,9.5,-0.39910602569580078
1581992066.0,2.5,9.5,-0.39969158172607422
1581992066.0,2.5,9.5,-0.39946603775024414
1581992066.0,2.5,9.5,-0.39931821823120117
1581992066.0,2.5,9.5,-0.399200439453125
1581992066.0,2.5,9.5,-0.39882612228393555
1581992066.0,2.5,9.5,-0.39891958236694336
1581992066.0,2.5,9.5,-0.39913034439086914
1581992066.0,2.5,9.5,-0.39885377883911133
1581992066.0,2.5,9.5,-0.39881134033203125
1581992066.0,2.5,9.5,-0.39933586120605469
1581992066.0,2.5,9.5,-0.39964199066162109
1581992066.0,2.5,9.5,-0.40002202987670898
1581992066.0,2.5,9.5,-0.40021467208862305
1581992066.0,2.5,9.5,-0.40005397796630859
1581992066.0,2.5,9.5,-0.40117740631103516
1581992066.0,2.5,9.5,-0.40133762359619141
1581992067.0,2.5,9.5,-0.40122127532958984
1581992067.0,2.5,9.5,-0.40009450912475586
1581992067.0,2.5,9.5,-0.3993992805480957
1581992067.0,2.5,9.5,-0.39905357360839844
1581992067.0,2.5,9.5,-0.40042209625244141
1581992067.0,2.5,9.5,-0.40012741088867188
1581992067.0,2.5,9.5,-0.39979028701782227
1581992067.0,2.5,9.5,-0.39821910858154297
1581992067.0,2.5,9.5,-0.39743471145629883
1581992067.0,2.5,9.5,-0.39864301681518555
1581992067.0,2.5,9.5,-0.40004301071166992
1581992067.0,2.5,9.5,-0.39935636520385742
1581992067.0,2.5,9.5,-0.39854335784912109
1581992067.0,2.5,9.5,-0.39971733093261719
1581992067.0,2.5,9.5,-0.40064001083374023
1581992067.0,2.5,9.5,-0.40021896362304688
1581992068.0,2.5,9.5,-0.39735889434814453
1581992068.0,2.5,9.5,-0.39748764038085938
1581992068.0,2.5,9.5,-0.39767599105834961
1581992068.0,2.5,9.5,-0.39668703079223633
1581992068.0,2.5,9.5,-0.39598798751831055
1581992068.0,2.5,9.5,-0.399810791015625
1581992068.0,2.5,9.5,-0.39917993545532227
1581992068.0,2.5,9.5,-0.39737796783447266
1581992068.0,2.5,9.5,-0.39879322052001953
1581992068.0,2.5,9.5,-0.39896297454833984
1581992068.0,2.5,9.5,-0.39934349060058594
1581992068.0,2.5,9.5,-0.39935398101806641
1581992068.0,2.5,9.5,-0.39833784103393555
1581992068.0,2.5,9.5,-0.39796257019042969
1581992069.0,2.5,9.5,-0.4004664421081543
1581992069.0,2.5,9.5,-0.40054702758789062
1581992069.0,2.5,9.5,-0.3994898796081543
1581992069.0,2.5,9.5,-0.39936161041259766
1581992069.0,2.5,9.5,-0.39829158782958984
1581992069.0,2.5,9.5,-0.39803934097290039
1581992069.0,2.5,9.5,-0.39745712280273438
1581992069.0,2.5,9.5,-0.39793300628662109
1581992069.0,2.5,9.5,-0.39832639694213867
1581992069.0,2.5,9.5,-0.39806747436523438
1581992069.0,2.5,9.5,-0.39884471893310547
1581992069.0,2.5,9.5,-0.39945507049560547
1581992069.0,2.5,9.5,-0.39919424057006836
1581992069.0,2.5,9.5,-0.39723825454711914
1581992069.0,2.5,9.5,-0.39842939376831055
1581992069.0,2.5,9.5,-0.3989410400390625
1581992069.0,2.5,9.5,-0.39844226837158203
1581992069.0,2.5,9.5,-0.39770126342773438
1581992069.0,2.5,9.5,-0.39704179763793945
1581992070.0,2.5,9.5,-0.3966374397277832
1581992070.0,2.5,9.5,-0.39628505706787109
1581992070.0,2.5,9.5,-0.39641571044921875
1581992070.0,2.5,9.5,-0.39705181121826172
1581992070.0,2.5,9.5,-0.39733648300170898
1581992070.0,2.5,9.5,-0.39797258377075195
1581992070.0,2.5,9.5,-0.39726495742797852
1581992070.0,2.5,9.5,-0.39782094955444336
1581992070.0,2.5,9.5,-0.39815187454223633
1581992070.0,2.5,9.5,-0.39719724655151367
1581992070.0,2.5,9.5,-0.39578771591186523
1581992070.0,2.5,9.5,-0.39639949798583984
1581992070.0,2.5,9.5,-0.39840984344482422
1581992070.0,2.5,9.5,-0.39831972122192383
1581992070.0,2.5,9.5,-0.3976893424987793
1581992070.0,2.5,9.5,-0.3967289924621582
1581992070.0,2.5,9.5,-0.39557123184204102
1581992070.0,2.5,9.5,-0.39503812789916992
1581992070.0,2.5,9.5,-0.39453840255737305
1581992070.0,2.5,9.5,-0.39480495452880859
1581992070.0,2.5,9.5,-0.39479970932006836
1581992070.0,2.5,9.5,-0.39483976364135742
1581992070.0,2.5,9.5,-0.39485931396484375
1581992070.0,2.5,9.5,-0.39471149444580078
1581992070.0,2.5,9.5,-0.39502859115600586
1581992070.0,2.5,9.5,-0.39602994918823242
1581992070.0,2.5,9.5,-0.3958892822265625
1581992070.0,2.5,9.5,-0.39571046829223633
1581992070.0,2.5,9.5,-0.39576244354248047
1581992070.0,2.5,9.5,-0.39534616470336914
1581992071.0,2.5,9.5,-0.39688491821289062
1581992071.0,2.5,9.5,-0.39692592620849609
1581992071.0,2.5,9.5,-0.39735031127929688
1581992071.0,2.5,9.5,-0.39624166488647461
1581992071.0,2.5,9.5,-0.39634084701538086
1581992071.0,2.5,9.5,-0.39672660827636719
1581992071.0,2.5,9.5,-0.39808940887451172
1581992071.0,2.5,9.5,-0.39831781387329102
1581992071.0,2.5,9.5,-0.39725112915039062
1581992071.0,2.5,9.5,-0.39632272720336914
1581992071.0,2.5,9.5,-0.39610815048217773
1581992071.0,2.5,9.5,-0.39579057693481445
1581992071.0,2.5,9.5,-0.39540243148803711
1581992071.0,2.5,9.5,-0.39533901214599609
1581992071.0,2.5,9.5,-0.39546632766723633
1581992071.0,2.5,9.5,-0.39490795135498047
1581992071.0,2.5,9.5,-0.39453363418579102
1581992071.0,2.5,9.5,-0.39419078826904297
1581992071.0,2.5,9.5,-0.39446878433227539
1581992071.0,2.5,9.5,-0.39447116851806641
1581992071.0,2.5,9.5,-0.39510345458984375
1581992071.0,2.5,9.5,-0.39508199691772461
1581992071.0,2.5,9.5,-0.39577579498291016
1581992071.0,2.5,9.5,-0.39593362808227539
1581992071.0,2.5,9.5,-0.39627742767333984
1581992071.0,2.5,9.5,-0.39721536636352539
1581992071.0,2.5,9.5,-0.39761495590209961
1581992071.0,2.5,9.5,-0.39731597900390625
1581992071.0,2.5,9.5,-0.39684724807739258
1581992071.0,2.5,9.5,-0.39583110809326172
1581992071.0,2.5,9.5,-0.39658689498901367
1581992071.0,2.5,9.5,-0.39751529693603516
1581992071.0,2.5,9.5,-0.39675140380859375
1581992072.0,2.5,9.5,-0.39650964736938477
1581992072.0,2.5,9.5,-0.39615631103515625
1581992072.0,2.5,9.5,-0.39577198028564453
1581992072.0,2.5,9.5,-0.39567852020263672
1581992072.0,2.5,9.5,-0.39578008651733398
1581992072.0,2.5,9.5,-0.39544868469238281
1581992072.0,2.5,9.5,-0.39518022537231445
1581992072.0,2.5,9.5,-0.39482975006103516
1581992072.0,2.5,9.5,-0.39520359039306641
1581992072.0,2.5,9.5,-0.39517879486083984
1581992072.0,2.5,9.5,-0.39547157287597656
1581992072.0,2.5,9.5,-0.39547824859619141
1581992072.0,2.5,9.5,-0.39566946029663086
1581992072.0,2.5,9.5,-0.39588785171508789
1581992072.0,2.5,9.5,-0.39610719680786133
1581992072.0,2.5,9.5,-0.39652538299560547
1581992072.0,2.5,9.5,-0.39694118499755859
1581992072.0,2.5,9.5,-0.39618539810180664
1581992072.0,2.5,9.5,-0.39608430862426758
1581992072.0,2.5,9.5,-0.39596080780029297
1581992072.0,2.5,9.5,-0.39647150039672852
1581992072.0,2.5,9.5,-0.39753246307373047
1581992072.0,2.5,9.5,-0.39800596237182617
1581992072.0,2.5,9.5,-0.39740371704101562
1581992072.0,2.5,9.5,-0.39676094055175781
1581992072.0,2.5,9.5,-0.39649820327758789
1581992072.0,2.5,9.5,-0.39611673355102539
1581992072.0,2.5,9.5,-0.39563941955566406
1581992072.0,2.5,9.5,-0.3950037956237793
1581992072.0,2.5,9.5,-0.39641284942626953
1581992072.0,2.5,9.5,-0.39640665054321289
1581992072.0,2.5,9.5,-0.39609479904174805
1581992072.0,2.5,9.5,-0.39530372619628906
1581992072.0,2.5,9.5,-0.3951106071472168
1581992072.0,2.5,9.5,-0.39535093307495117
1581992073.0,2.5,9.5,-0.39580583572387695
1581992073.0,2.5,9.5,-0.39618539810180664
1581992073.0,2.5,9.5,-0.39639520645141602
1581992073.0,2.5,9.5,-0.39680814743041992
1581992073.0,2.5,9.5,-0.39617681503295898
1581992073.0,2.5,9.5,-0.39560127258300781
1581992073.0,2.5,9.5,-0.39481449127197266
1581992073.0,2.5,9.5,-0.39447546005249023
1581992073.0,2.5,9.5,-0.39651679992675781
1581992073.0,2.5,9.5,-0.39725637435913086
1581992073.0,2.5,9.5,-0.39722299575805664
1581992073.0,2.5,9.5,-0.39666843414306641
1581992073.0,2.5,9.5,-0.39638423919677734
1581992073.0,2.5,9.5,-0.39634227752685547
1581992073.0,2.5,9.5,-0.39617300033569336
1581992073.0,2.5,9.5,-0.3949284553527832
1581992073.0,2.5,9.5,-0.3941502571105957
1581992073.0,2.5,9.5,-0.39401912689208984
1581992073.0,2.5,9.5,-0.39379119873046875
1581992073.0,2.5,9.5,-0.39410638809204102
1581992073.0,2.5,9.5,-0.39442682266235352
1581992073.0,2.5,9.5,-0.39457225799560547
1581992073.0,2.5,9.5,-0.39522075653076172
1581992073.0,2.5,9.5,-0.39510726928710938
1581992073.0,2.5,9.5,-0.39556741714477539
1581992073.0,2.5,9.5,-0.39504432678222656
1581992073.0,2.5,9.5,-0.39480304718017578
1581992073.0,2.5,9.5,-0.39484453201293945
1581992073.0,2.5,9.5,-0.39507579803466797
1581992073.0,2.5,9.5,-0.39509296417236328
1581992073.0,2.5,9.5,-0.39426279067993164
1581992073.0,2.5,9.5,-0.39357757568359375
1581992073.0,2.5,9.5,-0.39376926422119141
1581992073.0,2.5,9.5,-0.39455175399780273
1581992073.0,2.5,9.5,-0.39586877822875977
1581992074.0,2.5,9.5,-0.39630460739135742
1581992074.0,2.5,9.5,-0.39535284042358398
1581992074.0,2.5,9.5,-0.39499807357788086
1581992074.0,2.5,9.5,-0.39383649826049805
1581992074.0,2.5,9.5,-0.39339637756347656
1581992074.0,2.5,9.5,-0.39318513870239258
1581992074.0,2.5,9.5,-0.39328336715698242
1581992074.0,2.5,9.5,-0.39416933059692383
1581992074.0,2.5,9.5,-0.39513826370239258
1581992074.0,2.5,9.5,-0.39531326293945312
1581992074.0,2.5,9.5,-0.39542484283447266
1581992074.0,2.5,9.5,-0.39490318298339844
1581992074.0,2.5,9.5,-0.39441776275634766
1581992074.0,2.5,9.5,-0.39423227310180664
1581992074.0,2.5,9.5,-0.39388799667358398
1581992074.0,2.5,9.5,-0.39375495910644531
1581992074.0,2.5,9.5,-0.39350128173828125
1581992074.0,2.5,9.5,-0.39426422119140625
1581992074.0,2.5,9.5,-0.39474678039550781
1581992074.0,2.5,9.5,-0.39488315582275391
1581992074.0,2.5,9.5,-0.39323902130126953
1581992074.0,2.5,9.5,-0.39239072799682617
1581992074.0,2.5,9.5,-0.39177846908569336
1581992074.0,2.5,9.5,-0.39229440689086914
1581992074.0,2.5,9.5,-0.39275455474853516
1581992074.0,2.5,9.5,-0.39335536956787109
1581992074.0,2.5,9.5,-0.3930668830871582
1581992074.0,2.5,9.5,-0.39327239990234375
1581992074.0,2.5,9.5,-0.39257669448852539
1581992074.0,2.5,9.5,-0.39162826538085938
1581992074.0,2.5,9.5,-0.39111185073852539
1581992074.0,2.5,9.5,-0.39102077484130859
1581992074.0,2.5,9.5,-0.39195632934570312
1581992074.0,2.5,9.5,-0.39237022399902344
1581992074.0,2.5,9.5,-0.39176654815673828
1581992074.0,2.5,9.5,-0.39142704010009766
1581992074.0,2.5,9.5,-0.39094781875610352
1581992075.0,2.5,9.5,-0.39060831069946289
1581992075.0,2.5,9.5,-0.39018535614013672
1581992075.0,2.5,9.5,-0.39040899276733398
1581992075.0,2.5,9.5,-0.39013004302978516
1581992075.0,2.5,9.5,-0.39000558853149414
1581992075.0,2.5,9.5,-0.39053916931152344
1581992075.0,2.5,9.5,-0.3908538818359375
1581992075.0,2.5,9.5,-0.39064598083496094
1581992075.0,2.5,9.5,-0.3904109001159668
1581992075.0,2.5,9.5,-0.38981723785400391
1581992075.0,2.5,9.5,-0.39107990264892578
1581992075.0,2.5,9.5,-0.39242982864379883
1581992075.0,2.5,9.5,-0.39302444458007812
1581992075.0,2.5,9.5,-0.3927769660949707
1581992075.0,2.5,9.5,-0.39229822158813477
1581992075.0,2.5,9.5,-0.39204311370849609
1581992075.0,2.5,9.5,-0.39187860488891602
1581992075.0,2.5,9.5,-0.391998291015625
1581992075.0,2.5,9.5,-0.39161443710327148
1581992075.0,2.5,9.5,-0.39185857772827148
1581992075.0,2.5,9.5,-0.39172840118408203
1581992075.0,2.5,9.5,-0.39151716232299805
1581992075.0,2.5,9.5,-0.39152097702026367
1581992075.0,2.5,9.5,-0.39127731323242188
1581992075.0,2.5,9.5,-0.39145755767822266
1581992075.0,2.5,9.5,-0.39155197143554688
1581992075.0,2.5,9.5,-0.3918299674987793
1581992075.0,2.5,9.5,-0.39219045639038086
1581992075.0,2.5,9.5,-0.39238739013671875
1581992075.0,2.5,9.5,-0.3924403190612793
1581992075.0,2.5,9.5,-0.39270496368408203
1581992075.0,2.5,9.5,-0.39331960678100586
1581992075.0,2.5,9.5,-0.39328527450561523
1581992075.0,2.5,9.5,-0.39218330383300781
1581992075.0,2.5,9.5,-0.39176702499389648
1581992075.0,2.5,9.5,-0.39241647720336914
1581992076.0,2.5,9.5,-0.39327239990234375
1581992076.0,2.5,9.5,-0.39411783218383789
1581992076.0,2.5,9.5,-0.39455890655517578
1581992076.0,2.5,9.5,-0.39410972595214844
1581992076.0,2.5,9.5,-0.39384317398071289
1581992076.0,2.5,9.5,-0.39357614517211914
1581992076.0,2.5,9.5,-0.39261388778686523
1581992076.0,2.5,9.5,-0.39200401306152344
1581992076.0,2.5,9.5,-0.39173555374145508
1581992076.0,2.5,9.5,-0.39183378219604492
1581992076.0,2.5,9.5,-0.3918757438659668
1581992076.0,2.5,9.5,-0.39213085174560547
1581992076.0,2.5,9.5,-0.39183521270751953
1581992076.0,2.5,9.5,-0.39183568954467773
1581992076.0,2.5,9.5,-0.39233112335205078
1581992076.0,2.5,9.5,-0.39260053634643555
1581992076.0,2.5,9.5,-0.3925786018371582
1581992076.0,2.5,9.5,-0.39280986785888672
1581992076.0,2.5,9.5,-0.39262533187866211
1581992076.0,2.5,9.5,-0.3926539421081543
1581992076.0,2.5,9.5,-0.39261865615844727
1581992076.0,2.5,9.5,-0.39230155944824219
1581992076.0,2.5,9.5,-0.39167022705078125
1581992076.0,2.5,9.5,-0.39302206039428711
1581992076.0,2.5,9.5,-0.39381265640258789
1581992076.0,2.5,9.5,-0.39424037933349609
1581992076.0,2.5,9.5,-0.39442014694213867
1581992076.0,2.5,9.5,-0.39389276504516602
1581992076.0,2.5,9.5,-0.39391040802001953
1581992076.0,2.5,9.5,-0.3931732177734375
1581992076.0,2.5,9.5,-0.39270877838134766
1581992076.0,2.5,9.5,-0.39276552200317383
1581992076.0,2.5,9.5,-0.39270353317260742
1581992076.0,2.5,9.5,-0.39197444915771484
1581992077.0,2.5,9.5,-0.3910679817199707
1581992077.0,2.5,9.5,-0.39034605026245117
1581992077.0,2.5,9.5,-0.38981914520263672
1581992077.0,2.5,9.5,-0.38936948776245117
1581992077.0,2.5,9.5,-0.3902287483215332
1581992077.0,2.5,9.5,-0.39122390747070312
1581992077.0,2.5,9.5,-0.39238595962524414
1581992077.0,2.5,9.5,-0.39315223693847656
1581992077.0,2.5,9.5,-0.39437341690063477
1581992077.0,2.5,9.5,-0.39447498321533203
1581992077.0,2.5,9.5,-0.39423370361328125
1581992077.0,2.5,9.5,-0.39351940155029297
1581992077.0,2.5,9.5,-0.39281272888183594
1581992077.0,2.5,9.5,-0.39271116256713867
1581992077.0,2.5,9.5,-0.3931574821472168
1581992077.0,2.5,9.5,-0.39430665969848633
1581992077.0,2.5,9.5,-0.39414596557617188
1581992077.0,2.5,9.5,-0.39379453659057617
1581992077.0,2.5,9.5,-0.39337587356567383
1581992077.0,2.5,9.5,-0.39345550537109375
1581992077.0,2.5,9.5,-0.39314079284667969
1581992077.0,2.5,9.5,-0.39186525344848633
1581992077.0,2.5,9.5,-0.39142513275146484
1581992077.0,2.5,9.5,-0.39104509353637695
1581992077.0,2.5,9.5,-0.39135122299194336
1581992077.0,2.5,9.5,-0.39113330841064453
1581992077.0,2.5,9.5,-0.39087629318237305
1581992077.0,2.5,9.5,-0.38999414443969727
